,Inspection_id,DBA_Name,Risk,Address,Zip,Inspection_Date,Results,Latitude,Longitude
171,2262038,SUSHI WITH GUSTO,Risk 1 (High),2250 N SHEFFIELD AVE ,60614,2019-02-15T00:00:00,Pass,41.92323687,-87.65368543
172,2262035,LA PERLA TAPATIA,Risk 1 (High),3251 W NORTH AVE ,60647,2019-02-14T00:00:00,Pass w/ Conditions,41.90997648,-87.70907872
173,2262031,LA PENA RESTAURANTE,Risk 1 (High),4212-4214 N MILWAUKEE AVE ,60641,2019-02-14T00:00:00,No Entry,41.9573322,-87.75179742
174,2262027,GOOGOO'S TABLE,Risk 1 (High),4356 W ARMITAGE AVE ,60639,2019-02-14T00:00:00,Pass w/ Conditions,41.91715618,-87.73618932
175,2262034,IYANZE,Risk 1 (High),4623-4627 N BROADWAY ,60640,2019-02-14T00:00:00,Fail,41.96606299,-87.65773412
176,2262026,PONCE PLACE,Risk 1 (High),3612 W NORTH AVE ,60647,2019-02-14T00:00:00,Pass w/ Conditions,41.91009811,-87.71716587
177,2262024,MAKO,Risk 3 (Low),731 W LAKE ST ,60661,2019-02-14T00:00:00,Fail,41.88556262,-87.64701478
178,2262020,PARSON'S CHICKEN & FISH,Risk 1 (High),2435-2439 N HALSTED ST ,60614,2019-02-14T00:00:00,Pass,41.92643591,-87.64864842
179,2262019,PARSON'S CHICKEN & FISH,Risk 1 (High),2435-2439 N HALSTED ST ,60614,2019-02-14T00:00:00,Pass,41.92643591,-87.64864842
180,2262021,POTBELLY SANDWICH WORKS LLC,Risk 1 (High),520 N MICHIGAN AVE ,60611,2019-02-14T00:00:00,Pass w/ Conditions,41.89168852,-87.62430718
181,2262013,BLAZE IL STORE 1 LLC.,Risk 2 (Medium),953 W BELMONT AVE ,60657,2019-02-14T00:00:00,Pass w/ Conditions,41.93980828,-87.65360564
182,2262030,TACO BELL,Risk 1 (High),3509 N HARLEM AVE ,60634,2019-02-14T00:00:00,Pass w/ Conditions,41.94376517,-87.80680786
183,2262022,MAKO,Risk 1 (High),731 W LAKE ST ,60661,2019-02-14T00:00:00,Fail,41.88556262,-87.64701478
184,2262016,POZOLERIA IGUALA IN CHICAGO INC.,Risk 1 (High),3835 W FULLERTON AVE ,60647,2019-02-14T00:00:00,Pass w/ Conditions,41.92441607,-87.72331978
185,2262010,LOLAS CONEY LLC,Risk 1 (High),2858 W CHICAGO AVE ,60622,2019-02-14T00:00:00,Fail,41.89574658,-87.6991028
186,2262018,SUBWAY SANDWICHES AND SALAD,Risk 1 (High),3946 W CERMAK RD ,60623,2019-02-14T00:00:00,Pass w/ Conditions,41.85166707,-87.72408696
187,2262009,FOX'S BEVERLY PUB,Risk 1 (High),9956 S WESTERN AVE ,60643,2019-02-14T00:00:00,Pass w/ Conditions,41.71201213,-87.68193541
188,2262006,POPEYES,Risk 2 (Medium),11350 S HALSTED ST ,60628,2019-02-14T00:00:00,Pass w/ Conditions,41.68721693,-87.64236462
189,2262008,SUBWAY,Risk 1 (High),2759 W CERMAK RD ,60608,2019-02-14T00:00:00,Pass,41.85179281,-87.69538205
190,2262002,BABY BURRITOS,Risk 1 (High),8121 S PULASKI RD ,60652,2019-02-14T00:00:00,Pass w/ Conditions,41.74519176,-87.72162461
191,2262001,GORDO'S TAMALES,Risk 1 (High),2811 W 55TH ST ,60632,2019-02-14T00:00:00,Pass w/ Conditions,41.79357208,-87.69431304
192,2262003,MARWA GRILL,Risk 1 (High),6257 N MCCORMICK RD ,60659,2019-02-14T00:00:00,Pass w/ Conditions,41.99559354,-87.71274897
193,2261999,GORDO TAMALES,Risk 1 (High),2811 W 55TH ST ,60632,2019-02-14T00:00:00,Out of Business,41.79357208,-87.69431304
194,2262015,CAPT'N NEMO,Risk 1 (High),7367 N CLARK ST ,60626,2019-02-14T00:00:00,Fail,42.01570881,-87.67500337
195,2262000,THE DOG HOUSE GRILL,Risk 1 (High),1534 N WELLS ST ,60610,2019-02-14T00:00:00,Pass w/ Conditions,41.91018443,-87.63482698
196,2261995,TWISTED HIPPO TAPROOM AND EATERY,Risk 1 (High),2925 W MONTROSE AVE ,60618,2019-02-14T00:00:00,Pass,41.96111858,-87.70191547
197,2261991,RAVINIA BREWING COMPANY,Risk 1 (High),2925 W MONTROSE AVE ,60618,2019-02-14T00:00:00,Out of Business,41.96111858,-87.70191547
198,2261993,LA BARCA EL TACONAZO,Risk 1 (High),4124 W NORTH AVE ,60639,2019-02-14T00:00:00,Pass w/ Conditions,41.90994655,-87.72995037
199,2261989,CHICAGO STYLE CONCESSIONS,Risk 1 (High),4545 W DIVISION ST ,60651,2019-02-14T00:00:00,Pass,41.90233166,-87.74045894
200,2261988,BAJA EXPRESS INN TAQUERIA,Risk 1 (High),11128 S HALSTED ST ,60628,2019-02-14T00:00:00,Pass w/ Conditions,41.69147211,-87.64250201
201,2261985,KFC,Risk 2 (Medium),4804 N SHERIDAN RD ,60640,2019-02-14T00:00:00,Pass w/ Conditions,41.96925666,-87.65497266
202,2261986,AMERICANOS,Risk 1 (High),11060 S WESTERN AVE ,60643,2019-02-14T00:00:00,Fail,41.69210916,-87.68131144
203,2261980,DUNLAYS ON THE SQUARE,Risk 1 (High),3137-3139 W LOGAN BLVD ,60647,2019-02-14T00:00:00,Pass w/ Conditions,41.92786354,-87.7064151
204,2261976,DRAGON BOWL,Risk 1 (High),220 W 31ST ST ,60616,2019-02-14T00:00:00,Fail,41.83833303,-87.63257554
205,2261973,POKE POKE,Risk 1 (High),802 W BELMONT AVE ,60657,2019-02-14T00:00:00,Pass w/ Conditions,41.94008901,-87.64939125
206,2261970,TAQUERIA EL HEREDERO INC,Risk 3 (Low),3222 W ARMITAGE AVE ,60647,2019-02-14T00:00:00,Fail,41.91749939,-87.70794307
207,2261982,EL CHILITO LOCO,Risk 1 (High),8230 S KEDZIE AVE ,60652,2019-02-14T00:00:00,Pass w/ Conditions,41.74337987,-87.70236133
208,2261971,SUBWAY,Risk 1 (High),1313 W TOUHY AVE ,60626,2019-02-14T00:00:00,Pass w/ Conditions,42.01270994,-87.6640336
209,2261964,BRYANNA'S RESTAURANT,Risk 1 (High),5695 N LINCOLN AVE ,60659,2019-02-14T00:00:00,Pass w/ Conditions,41.98501088,-87.69808433
210,2261961,GREAT SEA CHINESE RESTAURANT,Risk 1 (High),3253 W LAWRENCE AVE ,60625,2019-02-14T00:00:00,Fail,41.9683225,-87.71062111
211,2261963,LUIS VEGA ROMERO,Risk 1 (High),4545 W DIVISION ST ,60651,2019-02-14T00:00:00,Pass,41.90233166,-87.74045894
212,2261952,MELI CAFE ON DEARBORN,Risk 1 (High),500 S DEARBORN ST ,60605,2019-02-14T00:00:00,Pass w/ Conditions,41.87556911,-87.62938323
213,2261950,CUBA 312,Risk 1 (High),2054 W ROSCOE ST ,60618,2019-02-14T00:00:00,Pass w/ Conditions,41.94330118,-87.68065079
214,2261965,TAQUERIA EL HEREDERO INC,Risk 1 (High),3222 W ARMITAGE AVE ,60647,2019-02-14T00:00:00,Fail,41.91749939,-87.70794307
215,2261942,TACO & BURRITO HOUSE,Risk 1 (High),1548 W FULLERTON AVE ,60614,2019-02-14T00:00:00,Pass w/ Conditions,41.92526694,-87.66771876
216,2261944,TACO & BURRITO HOUSE,Risk 1 (High),1548 W FULLERTON AVE ,60614,2019-02-14T00:00:00,Out of Business,41.92526694,-87.66771876
217,2261945,GREAT SEA CHINESE RESTAURANT,Risk 1 (High),3253 W LAWRENCE AVE ,60625,2019-02-14T00:00:00,Fail,41.9683225,-87.71062111
218,2261951,SUBWAY,Risk 1 (High),3550 N AUSTIN AVE ,60634,2019-02-14T00:00:00,Pass w/ Conditions,41.94548695,-87.77663733
219,2261934,LOS OLIVO'S,Risk 1 (High),3400 W 31ST ST ,60623,2019-02-14T00:00:00,Fail,41.83725399,-87.7097778
220,2261929,BURGER KING #1308,Risk 2 (Medium),110 E 95TH ST ,60619,2019-02-14T00:00:00,Fail,41.72190101,-87.62006369
221,2261925,HONG HUAH RESTAURANT,Risk 1 (High),5924 W FULLERTON AVE ,60639,2019-02-13T00:00:00,Fail,41.92395714,-87.77444354
222,2261922,NOODLES PARTY,Risk 1 (High),4205 W LAWRENCE AVE ,60630,2019-02-13T00:00:00,Pass w/ Conditions,41.96807267,-87.73319722
223,2261920,EVITA ARGENTINIAN STEAKHOUSE,Risk 1 (High),6112 N LINCOLN AVE ,60659,2019-02-13T00:00:00,No Entry,41.99315114,-87.71209941
224,2261917,JARVIS GYROS,Risk 1 (High),1517 W JARVIS AVE ,60626,2019-02-13T00:00:00,Pass w/ Conditions,42.01592922,-87.66884761
225,2261926,TACO & BURRITO HOUSE,Risk 1 (High),1548 W FULLERTON AVE ,60614,2019-02-13T00:00:00,Not Ready,41.92526694,-87.66771876
226,2261914,MIMA'S TASTE OF CUBA,Risk 1 (High),2925 W IRVING PARK RD ,60618,2019-02-13T00:00:00,Pass w/ Conditions,41.95384693,-87.70184233
227,2261913,TAQUERIA EL PRIMAZO,Risk 1 (High),2925 W IRVING PARK RD ,60618,2019-02-13T00:00:00,Out of Business,41.95384693,-87.70184233
228,2261915,MACHINE,Risk 3 (Low),1836-1846 W DIVISION ST ,60622,2019-02-13T00:00:00,Not Ready,41.90335449,-87.67381134
229,2261911,COCHIAROS PIZZA #2,Risk 1 (High),4741 W FULLERTON AVE ,60639,2019-02-13T00:00:00,Pass w/ Conditions,41.92414063,-87.74552934
230,2261909,CUBA 312,Risk 1 (High),2054 W ROSCOE ST ,60618,2019-02-13T00:00:00,No Entry,41.94330118,-87.68065079
231,2261908,MACHINE,Risk 1 (High),1836-1846 W DIVISION ST ,60622,2019-02-13T00:00:00,Not Ready,41.90335449,-87.67381134
232,2261907,MAYAN PALACE,Risk 1 (High),2703 N HALSTED ST ,60614,2019-02-13T00:00:00,Out of Business,41.93163976,-87.64882688
233,2261906,WING STOP,Risk 1 (High),6160 N LINCOLN AVE ,60659,2019-02-13T00:00:00,Pass w/ Conditions,41.99402794,-87.71352801
234,2261905,Red Ribbon,Risk 1 (High),5033 N ELSTON AVE ,60630,2019-02-13T00:00:00,Pass w/ Conditions,41.97234928,-87.74682509
235,2261910,MI TIERRA SOUTH RESTAURANT,Risk 1 (High),2528 S KEDZIE AVE ,60623,2019-02-13T00:00:00,Pass w/ Conditions,41.84545141,-87.70521429
236,2261903,CHICAGO HILTON & TOWERS,Risk 1 (High),720 S MICHIGAN AVE ,60605,2019-02-13T00:00:00,Pass,41.87279887,-87.62433781
237,2261904,GABY'S FUNNEL CAKES,Risk 2 (Medium),4545 W DIVISION ST ,60651,2019-02-13T00:00:00,Pass w/ Conditions,41.90233166,-87.74045894
238,2261901,CHICAGO HILTON & TOWERS,Risk 1 (High),720 S MICHIGAN AVE ,60605,2019-02-13T00:00:00,Pass,41.87279887,-87.62433781
239,2261902,LA VECCHIA TRATTORIA INC,Risk 1 (High),7419 W IRVING PARK RD ,60634,2019-02-13T00:00:00,Pass w/ Conditions,41.95252417,-87.81303324
240,2261899,BOB'S PIZZA,Risk 1 (High),1659 W 21st ST ,60608,2019-02-13T00:00:00,Pass w/ Conditions,41.85399986,-87.6684545
241,2261898,ALI BABA DONER,Risk 1 (High),545 W DIVERSEY PKWY ,60614,2019-02-13T00:00:00,Pass,41.9327277,-87.64303963
242,2261896,HALSTED STREET DELI & BAGEL,Risk 1 (High),500 W MADISON ST ,60661,2019-02-13T00:00:00,Pass,41.88199434,-87.63975868
243,2261894,THE ORIGINAL GINO'S EAST,Risk 1 (High),1659 W 21st ST ,60608,2019-02-13T00:00:00,Out of Business,41.85399986,-87.6684545
244,2261892,ANGIES MEXICAN RESTAURANT,Risk 1 (High),3944 W CHICAGO AVE ,60651,2019-02-13T00:00:00,Out of Business,41.89548303,-87.72538177
245,2261891,HUTCH,Risk 1 (High),3301 N CLARK ST ,60657,2019-02-13T00:00:00,Pass w/ Conditions,41.94186146,-87.65204754
246,2261897,Jollibee,Risk 1 (High),5033 N ELSTON AVE ,60630,2019-02-13T00:00:00,Pass w/ Conditions,41.97234928,-87.74682509
247,2261889,CHICKEN POLLO SHACK,Risk 2 (Medium),3944 W CHICAGO AVE ,60651,2019-02-13T00:00:00,Pass,41.89548303,-87.72538177
248,2261882,SPANGLISH MEXICAN KITCHEN INC.,Risk 1 (High),555 S STATE ST ,60605,2019-02-13T00:00:00,Fail,41.87467595,-87.62746711
249,2261877,MATSUYA JAPANESE RESTAURANT,Risk 1 (High),3242 N CLARK ST ,60657,2019-02-13T00:00:00,Pass,41.94097203,-87.6516706
250,2261876,MAYAN PALACE 2,Risk 1 (High),2721 N HALSTED ST ,60614,2019-02-13T00:00:00,Fail,41.93217875,-87.64884537
251,2261875,MAYAN PALACE 2,Risk 1 (High),2721 N HALSTED ST ,60614,2019-02-13T00:00:00,Fail,41.93217875,-87.64884537
252,2261870,THE COFFEE ALLEY,Risk 1 (High),1152 W TAYLOR ST ,60607,2019-02-13T00:00:00,Pass w/ Conditions,41.86953213,-87.65634542
253,2261869,JIMMY JOHNS,Risk 1 (High),237 W NORTH AVE ,60610,2019-02-13T00:00:00,Fail,41.91103768,-87.63621881
254,2261865,EL FARO RESTAURANT,Risk 1 (High),3936 W 31ST ST ,60623,2019-02-13T00:00:00,Pass w/ Conditions,41.83700796,-87.72336374
255,2261864,ROCKING HORSE,Risk 1 (High),2535 N MILWAUKEE AVE ,60647,2019-02-11T00:00:00,Pass w/ Conditions,41.92749258,-87.70459704
256,2261861,S & G GRILL,Risk 1 (High),3000 N LINCOLN AVE ,60657,2019-02-11T00:00:00,Fail,41.93612294,-87.66391411
257,2261859,RANALLI'S,Risk 1 (High),1925 N LINCOLN AVE ,60614,2019-02-11T00:00:00,No Entry,41.91721712,-87.63704399
258,2261862,JIBARITOS ON HARLEM,Risk 1 (High),3317-3319 N HARLEM AVE ,60634,2019-02-11T00:00:00,Fail,41.94033267,-87.80668213
259,2261863,SUBWAY,Risk 1 (High),1651 W ROOSEVELT RD ,60608,2019-02-11T00:00:00,Fail,41.86674938,-87.66846405
260,2261850,HALSTED STREET DELI & BAGEL,Risk 1 (High),500 W MADISON ST ,60661,2019-02-11T00:00:00,Fail,41.88199434,-87.63975868
261,2261853,WINGSTOP,Risk 1 (High),47 W DIVISION ST ,60610,2019-02-11T00:00:00,Pass w/ Conditions,41.90380883,-87.63040711
262,2261858,JINN'S FRESH,Risk 1 (High),5751 W DIVISION ST ,60651,2019-02-11T00:00:00,Pass w/ Conditions,41.90196808,-87.77010811
263,2261849,THE REGION HANDCRAFTED HAMBURGERS,Risk 1 (High),2057 W ROSCOE ST ,60618,2019-02-11T00:00:00,Pass w/ Conditions,41.94308026,-87.68072843
264,2261852,PIZZA NOVA EXPRESS,Risk 1 (High),3836 W 79TH ST ,60652,2019-02-11T00:00:00,Fail,41.74971286,-87.71976333
265,2261846,ANTOJITOS PUEBLITA INC,Risk 1 (High),3737 W LAWRENCE AVE UNIT E,60625,2019-02-11T00:00:00,Fail,41.96819486,-87.7222708
266,2261848,SUSHI WORLD,Risk 1 (High),6251 N MCCORMICK RD ,60659,2019-02-11T00:00:00,Fail,41.99547888,-87.71287527
267,2261842,KING CRAB HOUSE,Risk 1 (High),1816 N HALSTED ST ,60614,2019-02-11T00:00:00,Pass w/ Conditions,41.91436383,-87.64851532
268,2261838,DUNLAYS ON THE SQUARE,Risk 1 (High),3137-3139 W LOGAN BLVD ,60647,2019-02-11T00:00:00,Fail,41.92786354,-87.7064151
269,2261840,RESTAURANTE SALVADORENO OLOCUILTA INC,Risk 1 (High),3658 W LAWRENCE AVE ,60625,2019-02-11T00:00:00,Pass,41.96843263,-87.72063796
270,2261836,TAOS RESTAURANT,Risk 1 (High),2114 W ROSCOE ST ,60618,2019-02-11T00:00:00,Pass w/ Conditions,41.94328855,-87.68152785
271,2261839,HAROLDS'S CHICKEN SHACK,Risk 2 (Medium),7318 S VINCENNES AVE ,60621,2019-02-11T00:00:00,Fail,41.76126021,-87.63005895
272,2261831,POPEYES CHICKEN,Risk 1 (High),156 N WABASH AVE FL 1,60601,2019-02-11T00:00:00,Not Ready,41.88471488,-87.62640013
273,2261829,SUBWAY,Risk 1 (High),8614 S KEDZIE AVE ,60652,2019-02-11T00:00:00,Pass w/ Conditions,41.73646853,-87.70219284
274,2261826,"PHILY SUB, INC.",Risk 2 (Medium),1914 E 79TH ST ,60649,2019-02-11T00:00:00,Pass,41.75169395,-87.5777757
275,2261827,"WENDY'S PROPERTIES, LLC",Risk 1 (High),6324 N WESTERN AVE ,60659,2019-02-11T00:00:00,Pass,41.99667686,-87.68999576
276,2261833,LYFE KITCHEN,Risk 1 (High),831 N STATE ST ,60610,2019-02-11T00:00:00,Pass,41.89760178,-87.6280777
277,2261817,BRICKS,Risk 1 (High),1909 N LINCOLN AVE ,60614,2019-02-11T00:00:00,Pass w/ Conditions,41.91684811,-87.63652447
278,2261825,SUBWAY,Risk 1 (High),3550 N AUSTIN AVE ,60634,2019-02-11T00:00:00,Pass w/ Conditions,41.94548695,-87.77663733
279,2261812,DIAG BAR & GRILL/ 404 WINE BAR,Risk 1 (High),2852-2856 N SOUTHPORT AVE ,60657,2019-02-11T00:00:00,Pass w/ Conditions,41.93405979,-87.66376415
280,2261808,I.H.O.P.,Risk 1 (High),4210 N CICERO AVE ,60641,2019-02-11T00:00:00,Fail,41.95742942,-87.74757442
281,2261807,SIMI'S,Risk 1 (High),6310 N WESTERN AVE ,60659,2019-02-11T00:00:00,Fail,41.99628183,-87.68998285
282,2261804,DERICE ASIAN CUSINE,Risk 1 (High),918-920 E 47TH ST ,60653,2019-02-08T00:00:00,Pass w/ Conditions,41.80968242,-87.60316574
283,2261799,KEN'S,Risk 1 (High),10522 S WESTERN AVE ,60643,2019-02-08T00:00:00,No Entry,41.70201547,-87.68162963
284,2261801,SUBWAY,Risk 1 (High),4556 N MAGNOLIA AVE ,60640,2019-02-08T00:00:00,Pass w/ Conditions,41.96519582,-87.66116364
285,2261793,TAKE ME OUT,Risk 1 (High),1502 W 18TH ST ,60608,2019-02-08T00:00:00,Out of Business,41.85794234,-87.66395801
286,2261791,L & G FAMILY RESTAURANT INC,Risk 1 (High),10401 S TORRENCE AVE ,60617,2019-02-08T00:00:00,Fail,41.70630823,-87.55949796
287,2261802,SUMMER HOUSE (T2 MAIN),Risk 1 (High),11601 W TOUHY AVE ,60666,2019-02-08T00:00:00,Pass,42.0085364,-87.91442844
288,2261792,TAQUERIA EL CHARRO,Risk 1 (High),6661 N CLARK ST ,60626,2019-02-08T00:00:00,Pass w/ Conditions,42.00349583,-87.67232209
289,2261788,BAJA EXPRESS INN TAQUERIA,Risk 1 (High),11128 S HALSTED ST ,60628,2019-02-08T00:00:00,Fail,41.69147211,-87.64250201
290,2261795,2 ASIAN BROTHERS,Risk 1 (High),3222 W FOSTER AVE ,60625,2019-02-08T00:00:00,Pass w/ Conditions,41.97584741,-87.70960356
291,2261794,PEPES RESTAURANT,Risk 1 (High),954 W 87TH ST ,60620,2019-02-08T00:00:00,Fail,41.73611661,-87.64826717
292,2261783,HAROLD'S CHICKEN,Risk 2 (Medium),124 E 35TH ST. ,60616,2019-02-08T00:00:00,Pass w/ Conditions,41.83116513,-87.62210905
293,2261786,SEOUL TACO,Risk 1 (High),738 N CLARK ST ,60654,2019-02-08T00:00:00,Pass w/ Conditions,41.89600475,-87.63138052
294,2261789,JIMMY JOHNS,Risk 1 (High),237 W NORTH AVE ,60610,2019-02-08T00:00:00,Fail,41.91103768,-87.63621881
295,2261916,YOSHI'S CAFE,Risk 1 (High),3257 N HALSTED ST ,60657,2019-02-08T00:00:00,No Entry,41.94169634,-87.64917657
296,2261784,THE GLOBE PUB,Risk 1 (High),1934 W IRVING PARK RD ,60613,2019-02-08T00:00:00,Fail,41.9542799,-87.67773217
297,2261781,HORSE THIEF HOLLOW,Risk 1 (High),10426 S WESTERN AVE ,60643,2019-02-08T00:00:00,Pass w/ Conditions,41.70372586,-87.6816838
298,2261777,TRATTORIA GIANNI,Risk 1 (High),1711 N HALSTED ST ,60614,2019-02-08T00:00:00,Pass w/ Conditions,41.91313276,-87.64819574
299,2261778,SAY GRACE RESTAURANT GROUP,Risk 1 (High),109 E 51ST ST ,60615,2019-02-08T00:00:00,No Entry,41.80189764,-87.62220009
300,2261779,SUPER TASTY SUB INC.,Risk 1 (High),2001 W HOWARD ST ,60645,2019-02-08T00:00:00,Pass w/ Conditions,42.01933802,-87.68050926
301,2261787,SIZZLING POT KING,Risk 1 (High),769 W JACKSON BLVD ,60661,2019-02-08T00:00:00,Pass,41.87784358,-87.64678183
302,2261776,ROSATI'S PIZZA,Risk 1 (High),4863 N BROADWAY ,60640,2019-02-08T00:00:00,Pass w/ Conditions,41.97080643,-87.65957208
303,2261775,RESTAURANT EL MOGOTE,Risk 1 (High),4959 N KEDZIE AVE ,60625,2019-02-08T00:00:00,Pass w/ Conditions,41.9720021,-87.7084294
304,2261771,MONTEVERDE,Risk 1 (High),1020-1022 W MADISON ST ,60607,2019-02-08T00:00:00,Pass,41.8817936,-87.65296525
305,2261769,THE HIDDEN COVE,Risk 3 (Low),5338 N LINCOLN AVE ,60625,2019-02-08T00:00:00,Pass w/ Conditions,41.97885403,-87.69278877
306,2261770,CHINA DRAGON 18TH ST,Risk 1 (High),1737 W 18TH ST ,60608,2019-02-08T00:00:00,Pass w/ Conditions,41.85762701,-87.67020682
307,2261765,SUBWAY,Risk 1 (High),8331 S STEWART AVE ,60620,2019-02-08T00:00:00,Pass w/ Conditions,41.74257762,-87.63393693
308,2261766,"24 HRS GYROS & SUB INC.,",Risk 1 (High),2058 E 71ST ST ,60649,2019-02-08T00:00:00,Fail,41.76637268,-87.57391936
309,2261743,VIRGEN DE GUADALUPE,Risk 2 (Medium),6410 N FAIRFIELD AVE ,60645,2019-02-08T00:00:00,Pass w/ Conditions,41.99795313,-87.6985867
310,2261740,NEVERIA EL SABOR de MEXICO,Risk 1 (High),1639 W 18TH ST ,60608,2019-02-08T00:00:00,Pass w/ Conditions,41.85765807,-87.66781976
311,2261742,PUBLICAN TAVERN K1,Risk 1 (High),11601 W TOUHY AVE ,60666,2019-02-08T00:00:00,Pass w/ Conditions,42.0085364,-87.91442844
312,2261746,HALSTED STREET DELI & BAGEL,Risk 1 (High),500 W MADISON ST ,60661,2019-02-08T00:00:00,Fail,41.88199434,-87.63975868
313,2261735,CARIBELLA,Risk 1 (High),3311 W FULLERTON AVE ,60647,2019-02-08T00:00:00,Pass w/ Conditions,41.92456429,-87.71106463
314,2261741,MORENAS KITCHEN,Risk 1 (High),5058 W ARMITAGE AVE ,60639,2019-02-08T00:00:00,Fail,41.91695429,-87.75331509
315,2261733,CHILAM BALAM,Risk 1 (High),3023 N BROADWAY ST ,60657,2019-02-08T00:00:00,Pass w/ Conditions,41.93720097,-87.64415793
316,2261730,LA COCINA DE ALICIA,Risk 1 (High),5058 W ARMITAGE AVE ,60639,2019-02-08T00:00:00,Out of Business,41.91695429,-87.75331509
317,2261728,AMSTAR FUEL & MINI MART,Risk 1 (High),8903 S SOUTH CHICAGO AVE ,60617,2019-02-08T00:00:00,Pass w/ Conditions,41.73364645,-87.56055303
318,2261726,SUBWAY  5183,Risk 1 (High),333 W NORTH AVE ,60610,2019-02-08T00:00:00,Fail,41.91101315,-87.63801771
319,2261724,CAFE MONSIVAIS,Risk 2 (Medium),1637 W 18TH ST ,60608,2019-02-08T00:00:00,Out of Business,41.8576591,-87.66774554
320,2261723,ALI BABA DONER,Risk 1 (High),545 W DIVERSEY PKWY ,60614,2019-02-08T00:00:00,Fail,41.9327277,-87.64303963
321,2261721,PUB 626,Risk 1 (High),1406 W MORSE AVE ,60626,2019-02-08T00:00:00,Pass w/ Conditions,42.00801323,-87.66626722
322,2261717,TACO BELL #30408,Risk 1 (High),1111 W ADDISON ST ,60613,2019-02-07T00:00:00,Out of Business,41.94705637,-87.6579655
323,2261718,PONCE PLACE,Risk 1 (High),3612 W NORTH AVE ,60647,2019-02-07T00:00:00,Fail,41.91009811,-87.71716587
324,2261719,"Checkers Drive-In Restaurants,Inc.",Risk 1 (High),3808 W ROOSEVELT RD ,60624,2019-02-07T00:00:00,Pass w/ Conditions,41.86634424,-87.72052963
325,2261712,THE DOG HOUSE GRILL,Risk 1 (High),1534 N WELLS ST ,60610,2019-02-07T00:00:00,Fail,41.91018443,-87.63482698
326,2261706,BURGER KING #244,Risk 2 (Medium),3728 S ARCHER AVE ,60632,2019-02-07T00:00:00,Pass,41.82581137,-87.68534421
327,2261708,LA MICHOACANA ICE CREAM SHOP 4,Risk 1 (High),4610 W DIVERSEY AVE ,60639,2019-02-07T00:00:00,Pass,41.93169835,-87.74238878
328,2261705,OSV,Risk 1 (High),201-209 E 75TH ST ,60619,2019-02-07T00:00:00,Pass w/ Conditions,41.75821229,-87.61984215
329,2261701,PANDA EXPRESS #1422,Risk 1 (High),1654 W 119th ST ,60643,2019-02-07T00:00:00,Pass w/ Conditions,41.67761706,-87.66311315
330,2261699,WEN CAI CHINESE KITCHEN,Risk 1 (High),2334 W CERMAK RD ,60608,2019-02-07T00:00:00,Pass w/ Conditions,41.85214902,-87.68465317
331,2261697,WEN CAI CHINESE KITCHEN,Risk 1 (High),2334 W CERMAK RD ,60608,2019-02-07T00:00:00,Out of Business,41.85214902,-87.68465317
332,2261698,NELLY'S SALOON,Risk 1 (High),3256 N ELSTON AVE ,60618,2019-02-07T00:00:00,Pass w/ Conditions,41.94052992,-87.70019493
333,2261696,DOLLOP DINER,Risk 1 (High),5060 N CLARK ST ,60640,2019-02-07T00:00:00,Pass w/ Conditions,41.97424236,-87.6683414
334,2261716,LA VECCHIA TRATTORIA INC,Risk 1 (High),7419 W IRVING PARK RD ,60634,2019-02-07T00:00:00,Fail,41.95252417,-87.81303324
335,2261694,SIMI'S,Risk 1 (High),6310 N WESTERN AVE ,60659,2019-02-07T00:00:00,No Entry,41.99628183,-87.68998285
336,2261691,BIRRIERIA Y CARNITAS EL GALLITO,Risk 1 (High),7021 N CLARK ST ,60626,2019-02-07T00:00:00,Fail,42.00967499,-87.67397033
337,2261690,ELLIPSIS COFFEEHOUSE LLC,Risk 2 (Medium),1259 W DEVON AVE ,60660,2019-02-07T00:00:00,Pass w/ Conditions,41.99805033,-87.66298529
338,2261692,JERK TACO MAN,Risk 1 (High),7723 S STATE ST ,60619,2019-02-07T00:00:00,Pass w/ Conditions,41.75388249,-87.62448276
339,2261689,SUBWAY,Risk 1 (High),1656 W 119TH ST ,60643,2019-02-07T00:00:00,Pass w/ Conditions,41.67761613,-87.66316026
340,2261687,COUSIN'S GRILL,Risk 1 (High),4612 W DIVERSEY AVE ,60639,2019-02-07T00:00:00,Pass w/ Conditions,41.93169743,-87.7424672
341,2261703,Maude's,Risk 1 (High),840 W RANDOLPH ST ,60607,2019-02-07T00:00:00,Pass,41.88449069,-87.649016
342,2261767,EL PILON RESTAURANT CORPORATION,Risk 1 (High),3422 W ARMITAGE AVE ,60647,2019-02-07T00:00:00,No Entry,41.91744085,-87.71287645
343,2261684,IHOP # 1202,Risk 1 (High),5929 N LINCOLN AVE ,60659,2019-02-07T00:00:00,Pass w/ Conditions,41.98900775,-87.70482244
344,2261683,CHEMA'S RESTAURANT INC,Risk 1 (High),3434 W NORTH AVE ,60647,2019-02-07T00:00:00,Pass w/ Conditions,41.91014588,-87.71323659
345,2261685,SUBWAY,Risk 1 (High),7601 S CICERO AVE ,60652,2019-02-07T00:00:00,Pass w/ Conditions,41.75466012,-87.74138476
346,2261682,POKE POKE,Risk 1 (High),802 W BELMONT AVE ,60657,2019-02-07T00:00:00,Fail,41.94008901,-87.64939125
